X,Y,TrafficID,IntersectionID,lat,lon,intersection,TOOLTIP,NLA_URL
-118.497778001376446,34.27200755017288,7795,31736,34.27200265,-118.49776581,RUFFNER AVE at SAN FERNANDO MISSION BLVD,Location: RUFFNER AVE at SAN FERNANDO MISSION BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7795
-118.497763091764995,34.270164899744977,7796,31467,34.27016,-118.4977509,HORACE ST at RUFFNER AVE,Location: HORACE ST at RUFFNER AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7796
-118.61235383637397,34.215557647330513,7797,28750,34.21555276,-118.61234163,RUDNICK AVE at STRATHERN ST,Location: RUDNICK AVE at STRATHERN ST\nData not available yet,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7797
-118.277372406347325,33.796801949184768,7798,3835,33.79679709,-118.27736029,R ST at FRIGATE AVE,Location: R ST at FRIGATE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7798
-118.627736046973865,34.186432173472255,7799,23687,34.18642729,-118.62772384,ROYER AVE at VICTORY BLVD,Location: ROYER AVE at VICTORY BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7799
-118.627779748185134,34.20095526534142,7800,28928,34.20095038,-118.62776754,ROYER AVE at SHERMAN WAY,Location: ROYER AVE at SHERMAN WAY,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7800
-118.487413499238144,34.135389855247531,7801,28521,34.13538497,-118.48740132,ROYAL HILLS DR at SEPULVEDA BLVD,Location: ROYAL HILLS DR at SEPULVEDA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7801
-118.402649167882501,34.054704761284327,7802,17506,34.05469988,-118.40263701,ROXBURY DR at VIDOR DR,Location: ROXBURY DR at VIDOR DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7802
-118.47966141136807,34.303295574228692,7803,56858,34.30329067,-118.47964922,ROXFORD AVE at GOLDEN STATE FRWY,Location: ROXFORD AVE at GOLDEN STATE FRWY,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7803
-118.460344310207589,34.324066928336393,7804,57662,34.32406202,-118.46033212,FOOTHILL FRWY at ROXFORD ST,Location: FOOTHILL FRWY at ROXFORD ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7804
-118.460343089794989,34.324049977739399,7805,57663,34.32404507,-118.4603309,FOOTHILL FRWY at ROXFORD ST,Location: FOOTHILL FRWY at ROXFORD ST\nData not available yet,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7805
-118.460316039378355,34.323673048109534,7806,63900,34.32366814,-118.46030385,ROXFORD ST at FOOTHILL FRWY,Location: ROXFORD ST at FOOTHILL FRWY,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7806
-118.352835066940216,34.026755651023755,7807,4393,34.02675077,-118.35282292,WEST VIEW ST at ROSELAND ST,Location: WEST VIEW ST at ROSELAND ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7807
-118.352235021770184,34.08023713662196,7808,13399,34.08023225,-118.35222287,VISTA ST at ROSEWOOD AVE,Location: VISTA ST at ROSEWOOD AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7808
-118.463292751301566,34.094576282349053,7809,43324,34.0945714,-118.46328058,VERANO ROAD at ROSCOMARE ROAD,Location: VERANO ROAD at ROSCOMARE ROAD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7809
-118.271464347205793,34.071402910235356,7810,19385,34.07139802,-118.27145221,TEMPLE ST at ROSENELL TER,Location: TEMPLE ST at ROSENELL TER,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7810
-118.368949942906937,34.221470029042308,7811,,34.22146513,-118.36893778,ROSCOE BLVD between SUNLAND BLVD & VINELAND AVE,Location: ROSCOE BLVD between SUNLAND BLVD & VINELAND AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7811
-118.269475867128463,34.072353261212463,7812,19672,34.07234837,-118.26946373,SCOUT WAY at ROSEMONT AVE,Location: SCOUT WAY at ROSEMONT AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7812
-118.619098607466626,34.219461477695916,7813,28683,34.21945659,-118.6190864,SALE AVE at ROSCOE BLVD,Location: SALE AVE at ROSCOE BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7813
-118.249187565638891,34.105236205464848,7814,14738,34.10523131,-118.24917543,ROSANNA ST at RIPPLE PL,Location: ROSANNA ST at RIPPLE PL,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7814
-118.320602465840096,34.078962478593873,7815,18535,34.07895759,-118.32059032,PLYMOUTH BLVD at ROSEWOOD AVE,Location: PLYMOUTH BLVD at ROSEWOOD AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7815
-118.413804857176729,34.027569277957369,7816,11589,34.0275644,-118.4137927,ROSE AVE at OVERLAND AVE,Location: ROSE AVE at OVERLAND AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7816
-118.643748581550511,34.219178376299361,7817,28691,34.21917349,-118.64373637,ROSCOE BLVD at MARCH AVE,Location: ROSCOE BLVD at MARCH AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7817
-118.325423793768579,34.078956010155807,7818,,34.07895112,-118.32541165,ROSEWOOD AVE between LARCHMONT BLVD and ARDEN BLVD,Location: ROSEWOOD AVE between LARCHMONT BLVD and ARDEN BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7818
-118.304596543608014,34.078999639435587,7819,18531,34.07899475,-118.3045844,ROSEWOOD AVE at HARVARD BLVD,Location: ROSEWOOD AVE at HARVARD BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7819
-118.419982278668158,34.023282496812058,7820,11647,34.02327762,-118.41997012,ROSE AVE at GREENFIELD AVE,Location: ROSE AVE at GREENFIELD AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7820
-118.463918973766724,34.116804144824656,7821,20932,34.11679926,-118.4639068,ROSCOMARE ROAD at DONELLA CIR,Location: ROSCOMARE ROAD at DONELLA CIR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7821
-118.227083021463002,34.0946721258683,7822,20608,34.09466723,-118.22707089,ROSEVIEW AVE at CYPRESS AVE,Location: ROSEVIEW AVE at CYPRESS AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7822
-118.272901885099529,33.790651419364274,7823,3648,33.79064656,-118.27288977,RONAN AVE at PACIFIC COAST HWY,Location: RONAN AVE at PACIFIC COAST HWY,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7823
-118.449961357093073,34.064485569670055,7824,12664,34.06448069,-118.44994919,LEVERING AVE at ROEBLING AVE,Location: LEVERING AVE at ROEBLING AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7824
-118.236421144688393,34.119026917448934,7825,15162,34.11902202,-118.23640901,WELDON AVE at RODERICK ROAD,Location: WELDON AVE at RODERICK ROAD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7825
-118.34322541536028,34.021493320659403,7826,4467,34.02148844,-118.34321327,RODEO ROAD at HILLCREST DR,Location: RODEO ROAD at HILLCREST DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7826
-118.435082223491634,34.058040369856208,7827,16924,34.05803549,-118.43507006,MANNING AVE at ROCHESTER AVE,Location: MANNING AVE at ROCHESTER AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7827
-118.439199134687684,34.056992109459671,7828,16929,34.05698723,-118.43918697,MALCOLM AVE at ROCHESTER AVE,Location: MALCOLM AVE at ROCHESTER AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7828
-118.440553944304554,34.05660149944503,7829,17479,34.05659662,-118.44054178,GLENDON AVE at ROCHESTER AVE,Location: GLENDON AVE at ROCHESTER AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7829
-118.282099208890529,34.075681710203185,7830,19634,34.07567682,-118.28208707,TEMPLE ST at ROBINSON ST,Location: TEMPLE ST at ROBINSON ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7830
-118.48338714232024,34.064976548258649,7831,12658,34.06497167,-118.48337497,KENTER AVE at ROBINWOOD DR,Location: KENTER AVE at ROBINWOOD DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7831
-118.426880340037059,34.157616051061595,7832,35080,34.15761116,-118.42686817,RIVERSIDE DR at SUNNYSLOPE AVE,Location: RIVERSIDE DR at SUNNYSLOPE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7832
-118.365979804428761,34.215693561791738,7833,26219,34.21568866,-118.36596764,RIVERTON AVE at STRATHERN ST,Location: RIVERTON AVE at STRATHERN ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7833
-118.244104804572345,34.095640694798597,7834,55216,34.0956358,-118.24409267,RIVERSIDE DR at GOLDEN STATE FRWY,Location: RIVERSIDE DR at GOLDEN STATE FRWY,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7834
-118.435242442127048,34.157613551125046,7835,35369,34.15760866,-118.43523027,RIVERSIDE DR at RANCHITO AVE,Location: RIVERSIDE DR at RANCHITO AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7835
-118.392123264292394,34.157625613280366,7836,27226,34.15762072,-118.3921111,RADFORD AVE at RIVERSIDE DR,Location: RADFORD AVE at RIVERSIDE DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7836
-118.433469741597378,34.157614180866481,7837,35077,34.15760929,-118.43345757,RIVERSIDE DR at MATILIJA AVE,Location: RIVERSIDE DR at MATILIJA AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7837
-118.241183614194028,34.093908864532153,7838,57870,34.09390397,-118.24117148,GOLDEN STATE FRWY at RIVERSIDE DR,Location: GOLDEN STATE FRWY at RIVERSIDE DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7838
-118.233512301599518,34.087301164876472,7839,20742,34.08729627,-118.23350017,RIVERSIDE DR at GATEWOOD ST,Location: RIVERSIDE DR at GATEWOOD ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7839
-118.249168126308646,34.104919615782322,7840,14743,34.10491472,-118.24915599,RIPPLE ST at ROSANNA ST,Location: RIPPLE ST at ROSANNA ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7840
-118.220195254754046,34.020996657941176,7841,6141,34.02099177,-118.22018313,RIO VISTA AVE at SOTO ST,Location: RIO VISTA AVE at SOTO ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7841
-118.474037438363425,34.279105522719725,7842,31860,34.27910062,-118.47402525,RINALDI ST at MIDWOOD DR,Location: RINALDI ST at MIDWOOD DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7842
-118.457669015483063,34.278997802833857,7843,31342,34.2789929,-118.45765683,SHARP AVE at RINALDI ST,Location: SHARP AVE at RINALDI ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7843
-118.497776132524777,34.279263361135385,7844,31331,34.27925846,-118.49776394,RINALDI ST at RUFFNER AVE,Location: RINALDI ST at RUFFNER AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7844
-118.45487397547403,34.280174473144889,7845,42385,34.28016957,-118.45486179,LAUREL CANYON BLVD at RINCON AVE,Location: LAUREL CANYON BLVD at RINCON AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7845
-118.206688899564455,34.111027438657779,7846,15910,34.11102254,-118.20667677,AVENUE 50 at SAN MARCOS PL,Location: AVENUE 50 at SAN MARCOS PL,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7846
-118.360893079397854,34.034225031509621,7847,7223,34.03422015,-118.36088093,APPLE ST at RIDGELEY DR,Location: APPLE ST at RIDGELEY DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7847
-118.403030005634633,34.148554071638642,7848,35210,34.14854918,-118.40301784,WOODBRIDGE ST at RHODES AVE,Location: WOODBRIDGE ST at RHODES AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7848
-118.403023725527959,34.142882971245669,7849,35288,34.14287808,-118.40301156,RHODES AVE at VENTURA BLVD,Location: RHODES AVE at VENTURA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7849
-118.536113047825665,34.267272527844334,7850,38843,34.26726763,-118.53610085,RESEDA BLVD at TRIBUNE ST,Location: RESEDA BLVD at TRIBUNE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7850
-118.327311905597142,34.056373025446341,7851,7450,34.05636814,-118.32729976,LUCERNE BLVD at 10TH ST,Location: LUCERNE BLVD at 10TH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7851
-118.279345838715784,34.07447875085991,7852,19644,34.07447386,-118.2793337,TEMPLE ST at RENO ST,Location: TEMPLE ST at RENO ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7852
-118.433779150251482,34.257583172591914,7853,35775,34.25757827,-118.43376697,VAN NUYS BLVD at REMICK AVE,Location: VAN NUYS BLVD at REMICK AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7853
-118.428255678898594,34.252380021871119,7854,35869,34.25237512,-118.4282435,REMICK AVE at REMINGTON ST,Location: REMICK AVE at REMINGTON ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7854
-118.440078000808739,34.263545912490457,7855,39977,34.26354101,-118.44006582,PAXTON ST at REMICK AVE,Location: PAXTON ST at REMICK AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7855
-118.269932840811165,34.248265490213932,7856,34514,34.24826058,-118.26992069,REID ST at PALI AVE,Location: REID ST at PALI AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7856
-118.404606555416549,34.0232978381027,7857,12206,34.02329296,-118.4045944,VINTON AVE at REGENT ST,Location: VINTON AVE at REGENT ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7857
-118.408792615791057,34.021066037355077,7858,11687,34.02106116,-118.40878046,OVERLAND AVE at REGENT ST,Location: OVERLAND AVE at REGENT ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7858
-118.396367556838285,34.04933449156723,7859,17050,34.04932961,-118.3963554,MONTE MAR DR at REEVES ST,Location: MONTE MAR DR at REEVES ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7859
-118.483688515071321,34.217741605255533,7860,32265,34.21773671,-118.48367633,RAYMER ST at WOODLEY AVE,Location: RAYMER ST at WOODLEY AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7860
-118.435587695096089,34.203016156228514,7861,25734,34.20301126,-118.43557552,WYANDOTTE ST at RANCHITO AVE,Location: WYANDOTTE ST at RANCHITO AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7861
-118.610271113983529,34.186500754455338,7862,23935,34.18649587,-118.61025891,VICTORY BLVD at RANDI AVE,Location: VICTORY BLVD at RANDI AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7862
-118.435627454439654,34.186670863776179,7863,24154,34.18666597,-118.43561528,VICTORY BLVD at RANCHITO AVE,Location: VICTORY BLVD at RANCHITO AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7863
-118.446638540422015,34.112695905253354,7864,42925,34.11269102,-118.44662637,BEVERLY GLEN BLVD at RUTHVEN LANE,Location: BEVERLY GLEN BLVD at RUTHVEN LANE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7864
-118.259212517157891,34.104480994627586,7865,14750,34.1044761,-118.25920038,FLETCHER DR at GLENDALE BLVD,Location: FLETCHER DR at GLENDALE BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7865
-118.509812594370175,34.156912786859287,7866,32095,34.1569079,-118.50980041,LOUISE AVE at RANCHO ST,Location: LOUISE AVE at RANCHO ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7866
-118.435621133710214,34.175756513088615,7867,24304,34.17575162,-118.43560896,HATTERAS ST at RANCHITO AVE,Location: HATTERAS ST at RANCHITO AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7867
-118.50364751297522,34.157543397141964,7868,32091,34.15753851,-118.50363533,RANCHO ST at BALBOA AVE,Location: RANCHO ST at BALBOA AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7868
-118.269768727726884,34.079960772022531,7869,19307,34.07995588,-118.26975659,RAMPART BLVD at SUNSET BLVD,Location: RAMPART BLVD at SUNSET BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7869
-118.442108878288693,34.098203703910329,7870,21431,34.09819882,-118.44209671,BEVERLY GLEN BLVD at ARIMO LANE,Location: BEVERLY GLEN BLVD at ARIMO LANE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7870
-118.445247238851479,34.101761684187963,7871,22673,34.1017568,-118.44523507,BEVERLY GLEN BLVD at CORFU LANE,Location: BEVERLY GLEN BLVD at CORFU LANE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7871
-118.471328360789599,34.311620485972618,7872,40382,34.31161558,-118.47131617,ROXFORD ST at RALSTON AVE,Location: ROXFORD ST at RALSTON AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7872
-118.408475180662037,34.322951030830225,7873,37287,34.32294612,-118.408463,GAVINA AVE at RAJAH ST,Location: GAVINA AVE at RAJAH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7873
-118.528629379043224,34.047269283774909,7874,13882,34.04726441,-118.5286172,HAVERFORD AVE at RADCLIFFE AVE,Location: HAVERFORD AVE at RADCLIFFE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7874
-118.392158807890169,34.197570978182192,7875,26433,34.19756608,-118.39214664,HART ST at RADFORD AVE,Location: HART ST at RADFORD AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7875
-118.392158577207852,34.195839807634876,7876,26437,34.19583491,-118.39214641,DEHOUGNE ST at RADFORD AVE,Location: DEHOUGNE ST at RADFORD AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7876
-118.588366677891671,34.159590702945316,7877,26893,34.15958582,-118.58835448,SERRANIA AVE at QUEDO DR,Location: SERRANIA AVE at QUEDO DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7877
-118.418602709084141,34.029086347800295,7878,17745,34.02908147,-118.41859055,MALCOLM AVE at QUEENSLAND ST,Location: MALCOLM AVE at QUEENSLAND ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7878
-118.422413309515463,34.02635834754745,7879,11646,34.02635347,-118.42240115,QUEENSLAND ST at GREENFIELD AVE,Location: QUEENSLAND ST at GREENFIELD AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7879
-118.569780725462223,34.171385125381896,7880,22981,34.17138024,-118.56976853,QUAKERTOWN AVE at VENTURA BLVD,Location: QUAKERTOWN AVE at VENTURA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7880
-118.264950583608098,33.795323279930741,7881,3635,33.79531842,-118.26493847,Q ST at MARINE AVE,Location: Q ST at MARINE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7881
-118.267309994556129,33.795196199294757,7882,3166,33.79519134,-118.26729788,Q ST at ISLAND AVE,Location: Q ST at ISLAND AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7882
-118.418970879318977,34.041122048700046,7883,17628,34.04111717,-118.41895872,PUTNEY ROAD at ESTHER AVE,Location: PUTNEY ROAD at ESTHER AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7883
-118.422831760513432,34.046040089173005,7884,17587,34.04603521,-118.4228196,PROSSER AVE at TENNESSEE AVE,Location: PROSSER AVE at TENNESSEE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7884
-118.429329282380593,34.053575059731912,7885,46588,34.05357018,-118.42931712,PROSSER AVE at SANTA MONICA BLVD,Location: PROSSER AVE at SANTA MONICA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7885
-118.426388771639367,34.050164759311016,7886,17550,34.05015988,-118.42637661,PROSSER AVE at FAIRBURN AVE,Location: PROSSER AVE at FAIRBURN AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7886
-118.343274074373312,34.132248043325099,7887,52407,34.13224315,-118.34326192,PRIMERA AVE at LA SUVIDA DR,Location: PRIMERA AVE at LA SUVIDA DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7887
-118.544840277036727,34.23912182380856,7888,33219,34.23911693,-118.54482808,PRAIRIE ST at WILBUR AVE,Location: PRAIRIE ST at WILBUR AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7888
-118.579807072415278,34.239107431954245,7889,41422,34.23910254,-118.57979487,MASON AVE at PRAIRIE ST,Location: MASON AVE at PRAIRIE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7889
-118.347207285114067,34.015066660125086,7890,4515,34.01506178,-118.34719514,SANTA ROSALIA DR at POTOMAC AVE,Location: SANTA ROSALIA DR at POTOMAC AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7890
-118.252402994681844,34.078627432536223,7891,51131,34.07862254,-118.25239086,PORTIA ST at SCOTT AVE,Location: PORTIA ST at SCOTT AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7891
-118.229947326119799,34.027732768138591,7892,57903,34.02772788,-118.2299352,SANTA MONICA FRWY at SANTA FE AVE,Location: SANTA MONICA FRWY at SANTA FE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7892
-118.569730163678543,34.273595945897604,7893,56211,34.27359105,-118.56971796,PORTER RANCH DR at RONALD REAGAN FRWY,Location: PORTER RANCH DR at RONALD REAGAN FRWY,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7893
-118.570537774727455,34.286926467923358,7894,49393,34.28692157,-118.57052557,HIGH MOUNTAIN WAY at PORTER RANCH DR,Location: HIGH MOUNTAIN WAY at PORTER RANCH DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7894
-118.446127735269499,34.048817278313031,7895,14105,34.0488124,-118.44611557,MASSACHUSETTS AVE at PONTIUS AVE,Location: MASSACHUSETTS AVE at PONTIUS AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7895
-118.645465331229332,34.205054774002406,7896,29251,34.20504989,-118.64545312,POMELO DR at DARNOCH WAY,Location: POMELO DR at DARNOCH WAY,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7896
-118.464053648056776,34.29485886427684,7897,54000,34.29485396,-118.46404146,POLK ST at EDGECLIFF AVE,Location: POLK ST at EDGECLIFF AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7897
-118.443766496228221,34.312902447822523,7898,37214,34.31289754,-118.44375431,POLK ST at DRONFIELD AVE,Location: POLK ST at DRONFIELD AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7898
-118.370997101574872,34.048246902690927,7899,6930,34.04824202,-118.37098495,POINT VIEW ST at PICKFORD ST,Location: POINT VIEW ST at PICKFORD ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7899
-118.25899416668527,34.093229183310214,7900,19038,34.09322429,-118.25898203,GLENDALE BLVD at BAXTER ST,Location: GLENDALE BLVD at BAXTER ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7900
-118.614782588810769,34.242706940570208,7901,40807,34.24270205,-118.61477038,SHOUP AVE at NORTH SUMMIT RIDGE CIR,Location: SHOUP AVE at NORTH SUMMIT RIDGE CIR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7901
-118.320429666981084,33.718705347795876,7902,10275,33.7187005,-118.32041755,PASEO DEL MAR at WESTERN AVE,Location: PASEO DEL MAR at WESTERN AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7902
-118.248664180174771,33.783580469862471,7903,3750,33.78357561,-118.24865207,OPP ST at PIONEER AVE,Location: OPP ST at PIONEER AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7903
-118.248337690121403,33.785411119993356,7904,3353,33.78540626,-118.24832558,PIONEER AVE at DENNI ST,Location: PIONEER AVE at DENNI ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7904
-118.424670879181122,34.265623833980918,7905,39963,34.26561893,-118.4246587,EL DORADO AVE at PINNEY ST,Location: EL DORADO AVE at PINNEY ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7905
-118.337064748428034,34.114416540059032,7906,,34.11441165,-118.3370526,PILGRIMAGE BRIDGE at CAHUENGA BLVD WEST,Location: PILGRIMAGE BRIDGE at CAHUENGA BLVD WEST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7906
-118.424053117937319,34.259400513070887,7907,40631,34.25939561,-118.42404094,KEWEN AVE at PIERCE ST,Location: KEWEN AVE at PIERCE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7907
-118.423753258660781,34.26489745400329,7908,39986,34.26489255,-118.42374108,VAN NUYS BLVD at EL DORADO AVE,Location: VAN NUYS BLVD at EL DORADO AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7908
-118.273910935493149,33.924672003757607,7909,2638,33.92466713,-118.27389881,MAIN ST at 119TH ST,Location: MAIN ST at 119TH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7909
-118.297588774244005,34.110041223306972,7910,22122,34.11003633,-118.29757663,EDGEMONT ST at LOS FELIZ BLVD,Location: EDGEMONT ST at LOS FELIZ BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7910
-118.273875868208293,33.960092957701363,7911,1918,33.96008808,-118.27386374,MANCHESTER AVE at MAIN ST,Location: MANCHESTER AVE at MAIN ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7911
-118.362221980532155,34.050593603613798,7912,6590,34.05058872,-118.36220983,SPAULDING AVE at PICO BLVD,Location: SPAULDING AVE at PICO BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=7912
